otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Antalya Madi Hotel,"5.100,00 TL",5000-7000,Antalya - Muratpaşa ,"12 km, Antalya ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B Business Hotel Spa,"21.000,00 TL",19000-21000,Antalya - Kepez ,"16 km, Antalya HA ",Uygun Değil,Yok,Yok,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
Delfi Hotel Spa Wellness,"17.640,00 TL",17000-19000,Bodrum - Bodrum Merkez ,"35 km, Milas HA ",100 - 200 Metre Arası,Yok,Yok,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1
Derin Ma Sorgun,"14.533,21 TL",13000-15000,Antalya - Side-Manavgat ,"72 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dosi Hotel,"9.000,00 TL",7000-9000,Antalya - Side-Kumköy ,"65 km, Antalya HA ",600 - 750 Metre Arası,Özel Plaj,Yok,0,1,1,1,2,0,1,2,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1
Güvenpark Residence Hotel,"44.479,38 TL",+33000,Antalya - Kemer-Tekirova ,"80 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Woo Town Suites,"6.797,76 TL",5000-7000,Antalya - Kaleiçi ,"13 km, Antalya ",300 - 400 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
Alaçatı Private Otel,"6.630,00 TL",5000-7000,Çeşme - Alaçatı ,"90 km, Adnan Menderes HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jasmin Elite Residence Spa,"21.032,31 TL",21000-23000,Bodrum - Gümbet ,"36 km, Milas ",50 - 100 Metre Arası,Halk Plajı,Yok,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
L`olive Homes Marmaris,"20.183,04 TL",19000-21000,Marmaris - Siteler ,"95 km, Dalaman ",50 - 100 Metre Arası,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Ring Beach Hotel,"13.813,80 TL",13000-15000,Antalya - Kemer-Beldibi ,"35 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1
Zena Hotel Bodrum,"9.600,00 TL",9000-11000,Bodrum - Güvercinlik ,"15 km, Milas ",Denize Sıfır,Özel Plaj,Yok,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1882 Alaçatı,"26.280,00 TL",25000-27000,Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
777 Alaçatı,"36.000,00 TL",+33000,Çeşme - Alaçatı ,"76 km, Adnan Menderes ",No Info,Yok,Yok,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Adacan Alaçatı,"13.805,22 TL",13000-15000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",No Info,Halk Plajı,Yok,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ahsen Hotel,"13.500,00 TL",13000-15000,Antalya - Antalya Merkez ,"8 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Alaçatı Cadde 75 Luxury +18 Adult,"36.000,00 TL",+33000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaçatı Otel Rebetiko,"10.500,00 TL",9000-11000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
İnnvista Belek Antalya,"16.320,00 TL",15000-17000,Antalya - Belek ,"25 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,3,1,1,1,0,1,0,3,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Justiniano Park Conti Club,"24.675,84 TL",23000-25000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Var,3,1,0,1,2,1,0,5,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Kahya Resort Aqua Spa,"16.198,65 TL",15000-17000,Antalya - Alanya-Konaklı ,"110 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,2,1,1,1,1,0,1,6,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Kirman Arycanda De Luxe,"23.625,00 TL",23000-25000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,4,1,1,1,2,1,1,5,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Royal Alhambra Palace,"35.100,00 TL",+33000,Antalya - Side-Çolaklı ,"40 km, Antalya HA ",200 - 300 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,8,1,1,1,2,1,0,7,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Royal Dragon Side,"32.400,00 TL",29000-33000,Antalya - Side-Evrenseki ,"48 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Yok,4,1,1,1,3,1,0,10,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Royal Taj Mahal,"29.503,50 TL",29000-31000,Antalya - Side ,"48 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Var,3,1,1,1,4,1,1,8,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Rubi Platinum Spa Resort Suites,"34.037,25 TL",+33000,Antalya - Alanya-Avsallar ,"105 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,2,1,1,1,1,1,0,4,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1
Salmakis Resort Spa,"24.795,00 TL",23000-25000,Bodrum - Bardakçı ,"35 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Seaden Sea World Resort,"18.144,00 TL",17000-19000,Antalya - Side-Kızılağaç ,"70 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,3,1,1,6,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Sealife Buket Beach Hotel,"20.126,40 TL",19000-21000,Antalya - Alanya-Okurcalar ,"92 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Seher Resort Spa,"16.380,00 TL",15000-17000,Antalya - Side ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
Hedef Resort Hotel Spa,"10.822,50 TL",9000-11000,Antalya - Alanya-Konaklı ,"110 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Var,3,1,1,1,2,1,1,3,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
Mary Palace Hotel Spa,"24.412,50 TL",23000-25000,Antalya - Side ,"60 km, Antalya HA ",400 - 500 Metre Arası,Özel Plaj,Yok,2,1,2,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1
Seven Seas Hotel Blue,"23.400,00 TL",23000-25000,Antalya - Side-Titreyengöl ,"70 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,4,0,1,8,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Side Royal Palace Hotel Spa,"18.514,08 TL",17000-19000,Antalya - Side-Evrenseki ,"58 km, Antalya HA ",200 - 300 Metre Arası,Mavi Bayraklı Plaj,Yok,3,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
Sorgun Akadia Hotel Luxury Resort Adult Only+16,"25.327,68 TL",25000-27000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trendy Aspendos Beach,"32.400,00 TL",29000-33000,Antalya - Side-Gündoğdu ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,4,1,1,1,1,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Hedef Kleopatra Hotel,"9.517,50 TL",9000-11000,Antalya - Alanya ,"110 km, Antalya HA ",100 - 200 Metre Arası,Halk Plajı,Yok,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Justiniano Club Alanya,"22.325,76 TL",21000-23000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,0,1,1,2,1,0,4,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
Larissa Sultans Beach Hotel,"16.200,00 TL",15000-17000,Antalya - Kemer-Çamyuva ,"65 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1
Mysea Hotels İncekum,"9.450,00 TL",9000-11000,Antalya - Alanya-Türkler ,"100 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,0,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Otel Zeytinada,"15.687,00 TL",15000-17000,Bodrum - Torba ,"30 km, MilasHA",300 - 400 Metre Arası,Özel Plaj,Var,0,0,1,1,2,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1
Pırıl Hotel Thermal Beauty Spa,"22.500,00 TL",21000-23000,Çeşme - Çeşme Merkez ,"80 km, Adnan Menderes HA ",Uygun Değil,Mavi Bayraklı Özel Plaj,Var,0,1,1,1,2,1,1,4,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1
Pineta Park Deluxe Hotel,"20.520,00 TL",19000-21000,Marmaris - Merkez ,"90 km, Dalaman ",300 - 400 Metre Arası,Halk Plajı,Yok,1,1,0,1,2,1,1,3,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1
Sayanora Hotel,"9.801,00 TL",9000-11000,Antalya - Side-Denizbükü ,"65 km, AntaylaHA",50 - 100 Metre Arası,Yok,Yok,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1
Seaden Corolla Hotel Side,"14.256,00 TL",13000-15000,Antalya - Side-Kumköy ,"64 km, Antalya HA ",300 - 400 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,3,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Taç Premier Hotel Spa,"11.297,52 TL",11000-13000,Antalya - Alanya ,"120 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,Yok,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
Tu Casa Gelidonya Hotel,"13.708,80 TL",13000-15000,Antalya - Kemer-Merkez ,"58 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,0,1,1,2,1,0,4,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1
Avena Resort Spa Hotel,"13.851,00 TL",13000-15000,Antalya - Alanya-Obagöl ,"125 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,0,1,3,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Blue Wave Suite Hotel,"12.144,00 TL",11000-13000,Antalya - Alanya-Obagöl ,"125 km, Antalya HA ",400 - 500 Metre Arası,Özel Plaj,Yok,0,1,1,1,2,0,1,4,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
Eldar Resort Hotel,"11.700,00 TL",11000-13000,Antalya - Kemer-Göynük ,"48 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Gardenia Beach Hotel,"13.433,40 TL",13000-15000,Antalya - Alanya ,"96 km, Antalya HA ",Denize Sıfır,Yok,Yok,1,1,1,1,3,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
Grand Miramor Hotel,"13.005,00 TL",13000-15000,Antalya - Kemer-Kiriş ,"60 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,1,1,1,1,2,1,1,6,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1
Hotella Resort Spa,"15.062,85 TL",15000-17000,Antalya - Belek ,"29 km, Antalya HA ",No Info,Halk Plajı,Yok,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1
Larissa Inn Hotel,"14.400,00 TL",13000-15000,Antalya - Kemer-Çamyuva ,"55 km, Antalya HA ",No Info,Yok,Yok,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0
Romance Beach Hotel,"9.000,00 TL",7000-9000,Marmaris - Siteler ,"95 km, Dalaman HA ",No Info,Özel Plaj,Yok,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
Acropol Of Bodrum Beach Hotel,"11.700,00 TL",11000-13000,Bodrum - Ortakent-Yahşi-Ortakent ,"50 km, Milas ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Alaçatı Barbarossa Hotel,"20.250,00 TL",19000-21000,Çeşme - Alaçatı ,"No Info km, No Info",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artemis Hotel Kaş,"13.200,00 TL",13000-15000,Antalya - Kaş ,"147 km, Dalaman HA ",750 Metre ve Üzeri,Halk Plajı,Yok,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Casa Nonna Bodrum,"64.235,18 TL",+33000,Bodrum - İçmeler ,"35 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,1,0,1,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
Club Hotel Barbarossa Kaş,"24.225,00 TL",23000-25000,Antalya - Kaş-Çukurbağ Yarımadası ,"92 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,2,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0
Ege Tulip Çeşme Deluxe Hotel,"11.700,00 TL",11000-13000,Çeşme - Çeşme Merkez ,"80 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Provence Mansion Alaçatı,"7.194,00 TL",7000-9000,Çeşme - Alaçatı ,"90 km, Adnan Menderes HA ",No Info,Yok,Yok,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Saylam Suites,"18.003,60 TL",17000-19000,Antalya - Kaş ,"154 km, DalamanHA",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adora Calma Beach,"21.937,50 TL",21000-23000,Antalya - Manavgat ,"82 km, Antalya ",Denize Sıfır,Özel Plaj,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaçatı Aura Plus Otel,"13.200,00 TL",13000-15000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Alaçatı Bellezza Hotel,"12.600,00 TL",11000-13000,Çeşme - Alaçatı ,"85 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Cumbalıca Garden Hotel,"23.500,00 TL",23000-25000,Çeşme - Ilıca ,"No Info km, No Info",No Info,Yok,Yok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekvin Hotels Deniz Feneri Lighthouse +12 Adults Only,"22.471,25 TL",21000-23000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muup Alaçatı,"24.840,00 TL",23000-25000,Çeşme - Alaçatı ,"No Info km, No Info",Uygun Değil,Yok,Yok,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cappari Aqua Princess Hotel,"20.971,38 TL",19000-21000,Antalya - Kaş-Küçükçakıl Mevkii ,"160 km, Dalaman ",Denize Sıfır,Özel Plaj,Yok,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
La Kumsal Hotel +12,"33.568,65 TL",+33000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseira Beach Resort,"14.442,75 TL",13000-15000,Bodrum - Güllük ,"8 km, Milas HA ",200 - 300 Metre Arası,Halk Plajı,Var,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1
Mgallery The Bodrum Hotel Yalıkavak,"1.756.715,28 TL",+33000,Bodrum - Yalıkavak ,"53 km, Milas HA ",Denize Sıfır,Özel Plaj,Var,2,1,1,1,1,1,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
Kamelya Aishen K Club,"26.733,00 TL",25000-27000,Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,6,1,9,1,7,2,0,13,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Trendy Side Beach,"23.400,00 TL",23000-25000,Antalya - Side-Denizbükü ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,1,1,2,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
Oscar Seaside Hotel Spa,"6.750,00 TL",5000-7000,Bodrum - Güvercinlik ,"No Info km, No Info",Denize Sıfır,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galeri Resort Hotel,"24.112,89 TL",23000-25000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,4,1,1,1,1,1,1,7,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
Green Nature Diamond,"23.400,00 TL",23000-25000,Marmaris - Siteler ,"90 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,1,0,8,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
Green Nature Resort Spa,"18.900,00 TL",17000-19000,Marmaris - Siteler ,"90 km, Dalaman HA ",400 - 500 Metre Arası,Mavi Bayraklı Halk Plajı,Yok,1,1,1,1,3,1,1,5,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
Haydarpasha Palace,"30.395,25 TL",29000-31000,Antalya - Alanya-Türkler ,"65 km, GazipaşaHA",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Var,4,1,1,1,3,1,1,7,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Hillstone Bodrum Hotel Spa,"22.425,00 TL",21000-23000,Bodrum - Bodrum Merkez ,"28 km, Milas HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,1,1,1,4,1,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
Hotel Melas Lara,"24.750,00 TL",23000-25000,Antalya - Lara-Kundu ,"12 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,1,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
Hotel Samara,"21.060,00 TL",21000-23000,Bodrum - Torba ,"27 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Hotel Terrace Elite Resort,"21.654,60 TL",21000-23000,Antalya - Side ,"52 km, Antalya HA ",500 - 600 Metre Arası,Özel Plaj,Yok,2,1,1,1,1,0,1,3,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
Jacaranda Luxury Hotel,"43.176,60 TL",+33000,Antalya - Side-Gündoğdu ,"65 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,4,0,1,1,6,1,1,5,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Jura Hotels Lara Resort,"12.750,00 TL",11000-13000,Antalya - Lara ,"11 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,0,0,1,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
Radisson Blu Resort Spa Çeşme,"27.405,00 TL",27000-29000,Çeşme - Ilıca ,"88 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,0,1,1,1,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1
Rixos Downtown Antalya,"46.381,95 TL",+33000,Antalya - Antalya Merkez ,"18 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,3,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
Robinson Çamyuva,"34.888,01 TL",+33000,Antalya - Kemer-Çamyuva ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,2,0,1,0,1,0,1,4,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0
Royal Atlantis Spa Resort,"16.830,00 TL",15000-17000,Antalya - Side-Gündoğdu ,"50 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,4,1,1,1,2,1,1,7,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
Royal Holiday Palace,"36.270,00 TL",+33000,Antalya - Lara-Kundu ,"15 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,6,1,1,1,2,1,1,9,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Royal Seginus Hotel,"36.270,00 TL",+33000,Antalya - Lara-Kundu ,"15 km, Antalya HA ",200 - 300 Metre Arası,Mavi Bayraklı Özel Plaj,Var,9,1,1,1,6,1,0,9,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
Royal Wings Hotel,"27.667,80 TL",27000-29000,Antalya - Lara-Kundu ,"15 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,6,1,1,1,4,1,1,10,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Saphir Hotel,"29.250,00 TL",29000-31000,Antalya - Alanya-Konaklı ,"110 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,1,1,1,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Saphir Resort Spa,"37.050,00 TL",+33000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,2,1,1,5,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
Scylax Family Club,"14.400,00 TL",13000-15000,Antalya - Alanya ,"130 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,0,0,1,1,1,0,0,3,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0
Seaden Sea Planet Resort Spa,"18.144,00 TL",17000-19000,Antalya - Side-Kızılot ,"72 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,5,1,1,1,3,2,0,6,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Seaden Valentine Resort Spa,"18.792,00 TL",17000-19000,Antalya - Side ,"64 km, Antalya HA ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,3,1,1,1,2,1,0,3,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0
